ID Aerosol Stationary Activity Minute
13 0.26 3.67 VideoGames 45
13 0.12 0.58 VideoGames 46
13 0.32 2.07 VideoGames 47
13 0.3 3.1 VideoGames 48
13 0.3 1.71 VideoGames 49
13 0.35 1.21 VideoGames 50
13 0.26 1.56 VideoGames 51
13 0.26 3.28 WatchingTV 52
13 0.18 0.74 WatchingTV 53
13 0.32 1.43 WatchingTV 54
13 0.6 2.1 WatchingTV 55
13 0.75 3.91 WatchingTV 56
13 0.85 4.29 WatchingTV 57
13 0.67 2.87 WatchingTV 58
13 0.52 3.62 WatchingTV 59
14 0.57 3.26 VideoGames 1
14 0.52 2.47 VideoGames 2
14 0.91 5.87 VideoGames 3
14 0.69 1.07 VideoGames 4
14 1.5 1.59 VideoGames 5
14 1.66 1.41 VideoGames 6
14 1.91 0.93 VideoGames 7
14 1.35 2.43 VideoGames 8
14 0.84 1.5 PlayingOnFloor 9
14 0.78 2.84 PlayingOnFloor 10
14 0.74 1.18 PlayingOnFloor 11
14 1.33 1.6 PlayingOnFloor 12
14 1.52 1.64 PlayingOnFloor 13
14 1.98 3.99 PlayingOnFloor 14
14 1.71 3.31 PlayingOnFloor 15
14 1.81 2.51 PlayingOnFloor 16
14 2.71 5.44 WatchingTV 17
14 1.89 3.67 WatchingTV 18
14 1.92 1.55 WatchingTV 19
14 1.42 3.57 WatchingTV 20
14 1.7 1.59 WatchingTV 21
14 1.75 2.1 WatchingTV 22
14 1.8 1.87 WatchingTV 23
14 1.84 2.14 Computer 24
14 1.04 1.92 Computer 25
14 1.12 1.89 Computer 26
14 1.08 0.73 Computer 27
14 2.75 5.7 Computer 28
14 3.47 2 Computer 29
14 3.11 1.57 OnPhone 30
14 2.06 5.88 OnPhone 31
14 2.55 2.05 OnPhone 32
14 2.32 1.16 OnPhone 33
14 1.55 3.94 OnPhone 34
14 1.5 2.78 OnPhone 35
14 1.4 3.58 OnPhone 36
14 3.51 5.47 Walking 37
14 3.53 7.3 Walking 38
14 1.96 3.28 Walking 39
14 1.23 1.97 Walking 40
14 0.97 2.45 Walking 41
14 1.31 1.4 Walking 42
14 0.95 3.44 Walking 43
14 0.43 3.28 Homework 44
14 0.2 3.43 Homework 45
14 0.34 3.08 Homework 46
14 0.49 2.73 Homework 47
14 0.81 1.83 Homework 48
14 0.79 2.64 Homework 49
14 0.48 1.19 Homework 50
14 0.95 2.11 Homework 51
14 1.25 4.5 PlayingOnFurniture 52
14 2.29 6.94 PlayingOnFurniture 53
14 4.79 4.04 PlayingOnFurniture 54
14 3.3 7.26 PlayingOnFurniture 55
14 3.37 8.06 PlayingOnFurniture 56
14 2.74 1.95 PlayingOnFurniture 57
14 2.33 2.18 PlayingOnFurniture 58
14 1.53 1.22 PlayingOnFurniture 59
15 0.38 3.2 PlayingOnFurniture 1
15 0.41 1.5 PlayingOnFurniture 2
15 0.38 2.16 PlayingOnFurniture 3
15 0.49 6.95 PlayingOnFurniture 4
15 0.39 2.7 PlayingOnFurniture 5
15 0.37 3.87 PlayingOnFurniture 6
15 0.4 5.02 PlayingOnFurniture 7
15 0.62 7.85 PlayingOnFurniture 8
15 1.43 5.43 VideoGames 9
15 1.26 3.96 VideoGames 10
15 1.16 4.85 VideoGames 11
15 0.74 1.99 VideoGames 12
15 0.56 3.67 VideoGames 13
15 0.44 3.53 VideoGames 14
15 0.6 3.2 VideoGames 15
15 0.98 4.87 OnPhone 16
15 1.6 3.94 OnPhone 17
15 1.7 3.02 OnPhone 18
15 1.82 2.58 OnPhone 19
15 1.86 1.64 OnPhone 20
15 2.14 1.35 OnPhone 21
15 1.72 2.2 OnPhone 22
15 1.45 4.04 OnPhone 23
15 0.86 4.27 Walking 24
15 0.83 1.78 Walking 25
15 0.8 6.45 Walking 26
15 0.71 1.88 Walking 27
15 0.83 1.32 Walking 28
15 1.88 1.67 Walking 29
15 1.01 1.36 Walking 30
15 1.32 2.91 Walking 31
15 1.73 1.85 WatchingTV 32
15 1.31 1.74 WatchingTV 33
15 0.63 2.68 WatchingTV 34
15 0.69 2.71 WatchingTV 35
15 1.56 1.07 WatchingTV 36
15 1.5 2.42 WatchingTV 37
15 1.72 2.31 WatchingTV 38
15 3.34 1.52 Computer 39
15 3.76 1.37 Computer 40
15 7.07 3.81 Computer 41
15 4.3 2.34 Computer 42
15 5.11 4.38 Computer 43
15 3.88 3.6 Computer 44
15 4.49 2.64 Computer 45
15 6.13 3.01 Homework 46
15 2.7 3.74 Homework 47
15 1.69 2.07 Homework 48
15 2.35 3.69 Homework 49
15 3.14 3.01 Homework 50
15 3.29 1.42 Homework 51
15 4.89 3.38 Homework 52
15 1.72 3.84 PlayingOnFloor 53
15 1.58 1.62 PlayingOnFloor 54
15 1.43 1.7 PlayingOnFloor 55
15 2.5 2.73 PlayingOnFloor 56
15 1.74 1.03 PlayingOnFloor 57
15 2.23 1.37 PlayingOnFloor 58
15 2.87 2.46 PlayingOnFloor 59
16 1.18 2.44 Computer 1
16 0.59 2.06 Computer 2
16 0.55 1.89 Computer 3
16 0.65 1.49 Computer 4
16 0.54 2.05 Computer 5
16 1.15 1.91 Computer 6
16 1.12 2.02 WatchingTV 7
16 1.19 1.95 WatchingTV 8
16 1 3.66 WatchingTV 9
16 1.01 1.39 WatchingTV 10
16 0.91 1.03 WatchingTV 11
16 1.16 0.94 WatchingTV 12
16 1.86 0.59 WatchingTV 13
16 1.08 1.6 PlayingOnFurniture 14
16 1.62 1.01 PlayingOnFurniture 15
16 1.35 1.27 PlayingOnFurniture 16
16 0.87 2.57 PlayingOnFurniture 17
16 1.46 3.84 PlayingOnFurniture 18
16 2.69 2.14 PlayingOnFurniture 19
16 1.76 4.32 PlayingOnFurniture 20
16 1.73 2.03 OnPhone 21
16 1.95 1.03 OnPhone 22
16 3.38 5.26 OnPhone 23
16 4.53 1.83 OnPhone 24
16 4.58 1.98 OnPhone 25
16 4.84 2.65 OnPhone 26
16 5.28 2.12 OnPhone 27
16 4.34 1.75 OnPhone 28
16 12.21 8.95 PlayingOnFloor 29
16 9.32 8.69 PlayingOnFloor 30
16 8.52 2.76 PlayingOnFloor 31
16 9.89 2.56 PlayingOnFloor 32
16 11.37 1.15 PlayingOnFloor 33
16 11.71 1.88 PlayingOnFloor 34
16 9.07 3.17 PlayingOnFloor 35
16 12.9 7.61 PlayingOnFloor 36
16 5.9 1.74 Homework 37
16 5.66 1.75 Homework 38
16 5.51 2.36 Homework 39
16 3.61 1.43 Homework 40
16 2.73 1.43 Homework 41
16 5.64 1.87 Homework 42
16 6.86 2.51 Homework 43
16 3.94 2.63 Homework 44
16 2.04 1.09 VideoGames 45
16 3.29 4.6 VideoGames 46
16 3.47 4.24 VideoGames 47
16 4.45 1.16 VideoGames 48
16 5.24 1.12 VideoGames 49
16 3.03 2.48 VideoGames 50
16 2.89 2.48 VideoGames 51
16 1.93 1.39 VideoGames 52
16 1.86 1.17 Walking 53
16 2.62 3.68 Walking 54
16 2.36 1.98 Walking 55
16 2.97 4.37 Walking 56
16 4.35 1.94 Walking 57
16 2.58 2.23 Walking 58
16 3.26 4.36 Walking 59
17 27.64 2.37 PlayingOnFloor 1
17 30.14 2.31 PlayingOnFloor 2
17 22.23 2.46 PlayingOnFloor 3
17 24.08 1.29 PlayingOnFloor 4
17 28.46 2.47 PlayingOnFloor 5
17 21.56 3.26 PlayingOnFloor 6
17 35.23 3.98 PlayingOnFloor 7
17 47.47 2.8 PlayingOnFloor 8
17 17.23 2.98 WatchingTV 9
17 14.31 1.53 WatchingTV 10
17 18.35 2.79 WatchingTV 11
17 17.28 1.48 WatchingTV 12
17 19.34 2.51 WatchingTV 13
17 17.38 2.41 WatchingTV 14
17 15.6 2.38 WatchingTV 15
17 14.86 2.22 WatchingTV 16
17 7.65 2.57 PlayingOnFurniture 17
17 9.98 1.44 PlayingOnFurniture 18
17 10.03 2.05 PlayingOnFurniture 19
17 4.28 3.56 PlayingOnFurniture 20
17 5.29 1.81 PlayingOnFurniture 21
17 4 2.09 PlayingOnFurniture 22
17 11.47 3.6 Walking 23
17 16.48 3.4 Walking 24
17 15.96 0.96 Walking 25
17 12.6 3.22 Walking 26
17 7.35 10.25 Walking 27
17 8.22 1.59 Walking 28
17 5.29 2.23 Walking 29
17 6.07 2.45 Walking 30
17 8.89 2.98 Walking 31
17 4.34 3.9 Homework 32
17 5.27 1.67 Homework 33
17 4.62 5.11 Homework 34
17 4.27 4.04 Homework 35
17 5.05 1.56 Homework 36
17 3.57 5.34 Homework 37
17 2.62 2.51 OnPhone 38
17 3.43 2.37 OnPhone 39
17 4.35 3.07 OnPhone 40
17 4.49 1.95 OnPhone 41
17 6.32 1.7 OnPhone 42
17 3.67 3.32 OnPhone 43
17 4.83 2.19 OnPhone 44
17 5.2 2.78 VideoGames 45
17 5.79 2.65 VideoGames 46
17 6.32 2.21 VideoGames 47
17 6.58 3.91 VideoGames 48
17 10.69 4.67 VideoGames 49
17 12.61 5.79 VideoGames 50
17 12.16 2.82 VideoGames 51
17 13.75 4.2 VideoGames 52
17 10.33 16.09 Computer 53
17 5.98 4.93 Computer 54
17 6.7 2.46 Computer 55
17 3.55 3.55 Computer 56
17 3.51 1.88 Computer 57
17 5.88 2.46 Computer 58
17 4.52 1.72 Computer 59
18 0.95 2.46 OnPhone 1
18 1.13 4.33 OnPhone 2
18 2.34 4.6 OnPhone 3
18 1.84 0.91 OnPhone 4
18 1.83 2.14 OnPhone 5
18 0.82 2.38 OnPhone 6
18 1.24 2.42 OnPhone 7
18 1.3 1.96 WatchingTV 8
18 0.85 2.65 WatchingTV 9
18 0.69 2.85 WatchingTV 10
18 0.92 7.44 WatchingTV 11
18 1.27 2.5 WatchingTV 12
18 1.62 1.49 WatchingTV 13
18 1.37 3.03 WatchingTV 14
18 1.11 2.54 Homework 15
18 0.99 1.14 Homework 16
18 1.53 2.34 Homework 17
18 1.78 1.31 Homework 18
18 1.37 1.94 Homework 19
18 1.76 3.9 Homework 20
18 1.35 4.7 Homework 21
18 1.01 5.36 Homework 22
18 2.65 3.96 Computer 23
18 3.32 3.95 Computer 24
18 2.74 3.26 Computer 25
18 2.66 2.01 Computer 26
18 3.42 1.96 Computer 27
18 2.54 1.34 Computer 28
18 2.23 4.46 Computer 29
18 3.66 6.4 PlayingOnFurniture 30
18 2.37 1.75 PlayingOnFurniture 31
18 3.59 1.29 PlayingOnFurniture 32
18 2.34 4.88 PlayingOnFurniture 33
18 3.52 4.17 PlayingOnFurniture 34
18 6.84 4.68 PlayingOnFurniture 35
18 4.13 2.42 PlayingOnFurniture 36
18 1.9 1.49 VideoGames 37
18 1.45 3.82 VideoGames 38
18 2.74 3.67 VideoGames 39
18 1.18 4.8 VideoGames 40
18 0.92 2.91 VideoGames 41
18 0.74 0.68 VideoGames 42
18 0.71 3.24 VideoGames 43
18 0.87 3.2 VideoGames 44
18 0.58 1.79 Walking 45
18 0.45 0.57 Walking 46
18 0.51 1.45 Walking 47
18 0.92 1.45 Walking 48
18 1.13 2.29 Walking 49
18 1.02 1.14 Walking 50
18 0.91 2.05 Walking 51
18 0.92 1.7 PlayingOnFloor 52
18 0.75 2.97 PlayingOnFloor 53
18 1.63 1.84 PlayingOnFloor 54
18 2.08 1.88 PlayingOnFloor 55
18 1.63 1.29 PlayingOnFloor 56
18 1.12 2.72 PlayingOnFloor 57
18 1.38 6.3 PlayingOnFloor 58
18 1.93 1.91 PlayingOnFloor 59
19 1.07 3.81 Walking 1
19 1.23 6 Walking 2
19 2.34 1.83 Walking 3
19 2.01 3.97 Walking 4
19 1.57 4.74 Walking 5
19 1.11 3.08 Walking 6
19 1 3.41 Walking 7
19 1.19 2.99 PlayingOnFurniture 8
19 1.31 11.74 PlayingOnFurniture 9
19 1.85 8.02 PlayingOnFurniture 10
19 3.46 2.8 PlayingOnFurniture 11
19 3.33 6.08 PlayingOnFurniture 12
19 2.38 5.63 PlayingOnFurniture 13
19 1.75 1.95 PlayingOnFurniture 14
19 1.92 4.2 PlayingOnFurniture 15
19 1.36 2.21 PlayingOnFloor 16
19 1.17 1.1 PlayingOnFloor 17
19 0.7 2.33 PlayingOnFloor 18
19 1.13 2.24 PlayingOnFloor 19
19 0.91 2.36 PlayingOnFloor 20
19 0.5 4.36 PlayingOnFloor 21
19 0.91 3.35 PlayingOnFloor 22
19 1.4 4 PlayingOnFloor 23
19 1.72 2.7 PlayingOnFloor 24
19 3.58 1.37 WatchingTV 25
19 2.07 1.18 WatchingTV 26
19 1.99 2.14 WatchingTV 27
19 3.61 2.49 WatchingTV 28
19 3.83 0.89 WatchingTV 29
19 4.53 1.23 WatchingTV 30
19 3.69 1.37 WatchingTV 31
19 3.15 1.98 Homework 32
19 2.22 2.94 Homework 33
19 2.75 1.76 Homework 34
19 3.62 2.16 Homework 35
19 5.66 2.42 Homework 36
19 7.01 1.91 Homework 37
19 5.9 2.82 Homework 38
19 8.22 1.07 OnPhone 39
19 5.77 2.24 OnPhone 40
19 3.59 3.24 OnPhone 41
19 4.02 1.98 OnPhone 42
19 3.31 2.74 OnPhone 43
19 2.67 3.69 OnPhone 44
19 1.76 2.16 OnPhone 45
19 0.53 5.49 Computer 46
19 1.09 3.76 Computer 47
19 2.74 0.98 Computer 48
19 2.29 0.98 Computer 49
19 1.89 0.9 Computer 50
19 2.78 2.2 Computer 51
19 3.09 2.13 Computer 52
19 4.91 3.54 VideoGames 53
19 7.53 2.21 VideoGames 54
19 5.33 3.32 VideoGames 55
19 8.78 1.15 VideoGames 56
19 7.75 0.88 VideoGames 57
19 4.54 1.58 VideoGames 58
19 2.74 1.72 VideoGames 59
20 6.68 1.91 PlayingOnFurniture 1
20 8.6 2.38 PlayingOnFurniture 2
20 11.34 2.09 PlayingOnFurniture 3
20 8.54 6.03 PlayingOnFurniture 4
20 7.92 4.87 PlayingOnFurniture 5
20 6.6 4.71 PlayingOnFurniture 6
20 5.47 1.59 PlayingOnFurniture 7
20 8 1.88 PlayingOnFurniture 8
20 7.82 2.43 OnPhone 9
20 9.56 3.5 OnPhone 10
20 9.34 5.43 OnPhone 11
20 5.69 2.24 OnPhone 12
20 7.45 3 OnPhone 13
20 5.42 3.29 OnPhone 14
20 5.84 1.61 OnPhone 15
20 6.87 1.11 PlayingOnFloor 16
20 5.78 2.12 PlayingOnFloor 17
20 11.67 3.22 PlayingOnFloor 18
20 10.29 3.2 PlayingOnFloor 19
20 5.34 3.13 PlayingOnFloor 20
20 5.44 1.12 PlayingOnFloor 21
20 9.78 6.41 PlayingOnFloor 22
20 8.84 2.42 PlayingOnFloor 23
20 4.75 1.94 Computer 24
20 4.73 1.24 Computer 25
20 5.6 1.09 Computer 26
20 5.61 2.22 Computer 27
20 5.19 3.61 Computer 28
20 6.79 2.85 Computer 29
20 10.99 1.43 VideoGames 30
20 5.45 1.74 VideoGames 31
20 4.23 1.36 VideoGames 32
20 5.86 4.76 VideoGames 33
20 11.32 4.55 VideoGames 34
20 6.63 1.62 VideoGames 35
20 5.83 1.93 VideoGames 36
20 1.78 1.32 VideoGames 37
20 1.31 1.1 VideoGames 38
20 2.01 3.12 WatchingTV 39
20 2.41 2.51 WatchingTV 40
20 2.83 4.08 WatchingTV 41
20 2.7 3.67 WatchingTV 42
20 4.27 3.32 WatchingTV 43
20 6.15 10.23 WatchingTV 44
20 12.48 2.86 Walking 45
20 13.57 4 Walking 46
20 8.98 2.86 Walking 47
20 10.18 2.46 Walking 48
20 7.69 2.13 Walking 49
20 8.38 1.07 Walking 50
20 6.73 1.41 Walking 51
20 4.7 2.47 Homework 52
20 3.31 2.77 Homework 53
20 1.74 2.38 Homework 54
20 1.15 3.45 Homework 55
20 1.1 3.76 Homework 56
20 1.25 2.38 Homework 57
20 0.94 2.15 Homework 58
20 2.23 3.24 Homework 59
21 0.2 4.68 PlayingOnFurniture 1
21 0.11 3.79 PlayingOnFurniture 2
21 0.08 6.87 PlayingOnFurniture 3
21 0.08 1.95 PlayingOnFurniture 4
21 0.08 3.94 PlayingOnFurniture 5
21 0.08 3.72 PlayingOnFurniture 6
21 0.08 1.79 PlayingOnFurniture 7
21 0.06 2.02 OnPhone 8
21 0.07 3.22 OnPhone 9
21 0.09 1.62 OnPhone 10
21 0.1 3.19 OnPhone 11
21 0.09 4.06 OnPhone 12
21 0.08 2.72 OnPhone 13
21 0.09 2.31 OnPhone 14
21 0.08 2.55 OnPhone 15
21 0.02 1.4 WatchingTV 16
21 0.02 2.79 WatchingTV 17
21 0.03 4.89 WatchingTV 18
21 0.04 6.89 WatchingTV 19
21 0.05 4.28 WatchingTV 20
21 0.05 2.1 WatchingTV 21
21 0.03 2.15 WatchingTV 22
21 0.01 2.86 Computer 23
21 0.02 1.09 Computer 24
21 0.02 1.01 Computer 25
21 0.03 1.52 Computer 26
21 0.04 4.66 Computer 27
21 0.04 2.23 Computer 28
21 0.03 1.45 Computer 29
21 0.06 2.94 Computer 30
21 0.06 1.35 Homework 31
21 0.05 2.95 Homework 32
21 0.08 3.12 Homework 33
21 0.08 2.26 Homework 34
21 0.11 2.17 Homework 35
21 0.16 2.49 Homework 36
21 0.08 2.05 Homework 37
21 0.66 2.56 PlayingOnFloor 38
21 0.67 2.15 PlayingOnFloor 39
21 0.52 1.96 PlayingOnFloor 40
21 0.73 2.82 PlayingOnFloor 41
21 0.57 1.37 PlayingOnFloor 42
21 0.27 2.69 PlayingOnFloor 43
21 0.23 2.77 PlayingOnFloor 44
21 0.2 2.15 PlayingOnFloor 45
21 0.06 1.97 VideoGames 46
21 0.05 1.34 VideoGames 47
21 0.04 1.13 VideoGames 48
21 0.05 4.38 VideoGames 49
21 0.05 5.1 VideoGames 50
21 0.06 2.07 VideoGames 51
21 0.09 3.79 VideoGames 52
21 0.09 1.28 Walking 53
21 0.05 2.44 Walking 54
21 0.07 5.96 Walking 55
21 0.04 3.31 Walking 56
21 0.06 2.13 Walking 57
21 0.06 2.27 Walking 58
21 0.06 2.3 Walking 59
22 0.88 1.41 VideoGames 1
22 0.68 2.43 VideoGames 2
22 0.52 2.92 VideoGames 3
22 0.57 2.2 VideoGames 4
22 0.68 1.9 VideoGames 5
22 0.52 1.71 VideoGames 6
22 0.7 1.02 VideoGames 7
22 1.2 1.1 VideoGames 8
22 0.95 1.35 Walking 9
22 0.81 1.98 Walking 10
22 1.03 5.03 Walking 11
22 1.78 2.01 Walking 12
22 1.16 3.19 Walking 13
22 0.51 4.15 Walking 14
22 0.6 3.14 Walking 15
22 0.82 3.48 WatchingTV 16
22 0.78 3.56 WatchingTV 17
22 0.57 2.62 WatchingTV 18
22 0.46 2.85 WatchingTV 19
22 0.41 2.15 WatchingTV 20
22 0.19 2.71 WatchingTV 21
22 0.34 1.69 WatchingTV 22
22 1 0.98 PlayingOnFloor 23
22 1.42 2.44 PlayingOnFloor 24
22 1.94 2.04 PlayingOnFloor 25
22 1.22 4.28 PlayingOnFloor 26
22 0.38 5.74 PlayingOnFloor 27
22 0.73 3.65 PlayingOnFloor 28
22 0.75 2.73 PlayingOnFloor 29
22 0.47 4.63 Homework 30
22 0.51 2.8 Homework 31
22 0.76 2.79 Homework 32
22 1.36 1.26 Homework 33
22 0.89 3.84 Homework 34
22 0.85 2.06 Homework 35
22 1.1 3.31 Homework 36
22 1.24 1.4 PlayingOnFurniture 37
22 0.97 2.43 PlayingOnFurniture 38
22 0.89 3.22 PlayingOnFurniture 39
22 1.12 2.06 PlayingOnFurniture 40
22 0.9 4.97 PlayingOnFurniture 41
22 0.89 3.51 PlayingOnFurniture 42
22 1.23 2.03 PlayingOnFurniture 43
22 1.14 4.48 Computer 44
22 1.24 1.54 Computer 45
22 1.43 4.17 Computer 46
22 1.9 2.46 Computer 47
22 2.68 2.03 Computer 48
22 2.73 1.39 Computer 49
22 3.32 1.2 OnPhone 50
22 3.38 2.59 OnPhone 51
22 2.65 2.22 OnPhone 52
22 3.17 0.74 OnPhone 53
22 2.11 2.67 OnPhone 54
22 0.99 6.58 OnPhone 55
22 1.29 2.76 OnPhone 56
22 0.97 2.85 OnPhone 57
22 1.07 0.76 OnPhone 58
22 1 1.78 OnPhone 59
23 5.07 3.07 Homework 1
23 6.14 2.64 Homework 2
23 3.43 1.1 Homework 3
23 3.59 2.17 Homework 4
23 3.42 2.59 Homework 5
23 4.03 2.31 Homework 6
23 2.78 1.31 Homework 7
23 1.09 3.81 Computer 8
23 1.65 4.12 Computer 9
23 1.38 1.18 Computer 10
23 2.56 1.79 Computer 11
23 2.56 6.07 Computer 12
23 2.52 3.59 Computer 13
23 2.72 3.88 WatchingTV 14
23 3.93 4.52 WatchingTV 15
23 5.34 2.83 WatchingTV 16
23 6.13 1.9 WatchingTV 17
23 9.3 1.14 WatchingTV 18
23 11.23 1.77 WatchingTV 19
23 8.7 1.1 WatchingTV 20
23 6.26 2.35 OnPhone 21
23 5.07 2.91 OnPhone 22
23 4.77 2.43 OnPhone 23
23 4.09 1.58 OnPhone 24
23 4.84 1.76 OnPhone 25
23 5.12 0.89 OnPhone 26
23 2.65 1.29 OnPhone 27
23 3.54 1.74 OnPhone 28
23 3.7 1.67 Walking 29
23 3.58 2.22 Walking 30
23 3.02 1.55 Walking 31
23 2.64 1.04 Walking 32
23 2.79 1.18 Walking 33
23 2.44 1.33 Walking 34
23 3.27 2.31 Walking 35
23 3.84 2.69 Walking 36
23 7.7 1.82 VideoGames 37
23 3.49 1.35 VideoGames 38
23 2.46 4.13 VideoGames 39
23 1.3 1.91 VideoGames 40
23 1.12 2.11 VideoGames 41
23 1.65 2.73 VideoGames 42
23 0.84 7.73 VideoGames 43
23 0.68 0.59 VideoGames 44
23 0.27 2.09 PlayingOnFloor 45
23 0.51 1.39 PlayingOnFloor 46
23 0.81 7.1 PlayingOnFloor 47
23 0.8 0.89 PlayingOnFloor 48
23 1.01 0.78 PlayingOnFloor 49
23 1.7 3.45 PlayingOnFloor 50
23 1.76 3.08 PlayingOnFloor 51
23 7.89 2.12 PlayingOnFurniture 52
23 7.09 1.75 PlayingOnFurniture 53
23 6.22 4.45 PlayingOnFurniture 54
23 5.27 7.33 PlayingOnFurniture 55
23 5.75 8.46 PlayingOnFurniture 56
23 5.79 1.96 PlayingOnFurniture 57
23 7.45 2.07 PlayingOnFurniture 58
23 9.18 4.47 PlayingOnFurniture 59
24 4.85 6.35 VideoGames 1
24 5.9 3.07 VideoGames 2
24 7.7 3.37 VideoGames 3
24 7.05 4.7 VideoGames 4
24 6.18 1.84 VideoGames 5
24 7.12 2.23 VideoGames 6
24 7.03 1.62 VideoGames 7
24 4.97 3.2 WatchingTV 8
24 5.3 2.77 WatchingTV 9
24 6.07 4.67 WatchingTV 10
24 10.75 4.47 WatchingTV 11
24 12.9 2.47 WatchingTV 12
24 9.45 1.98 WatchingTV 13
24 8.3 1.64 WatchingTV 14
24 7.76 1.51 Computer 15
24 6 1.21 Computer 16
24 5.7 1.38 Computer 17
24 12.16 1.57 Computer 18
24 11.89 1.49 Computer 19
24 9.99 5.05 Computer 20
24 10.38 2.33 Computer 21
24 9.41 2.97 OnPhone 22
24 7.53 1.25 OnPhone 23
24 10.19 2.42 OnPhone 24
24 6.46 1.43 OnPhone 25
24 6.95 2.51 OnPhone 26
24 11.02 2.03 OnPhone 27
24 9.65 5.58 OnPhone 28
24 7.03 2.74 OnPhone 29
24 5.2 1.75 PlayingOnFloor 30
24 7.82 1.6 PlayingOnFloor 31
24 4.81 4.61 PlayingOnFloor 32
24 4.55 8.28 PlayingOnFloor 33
24 2.51 6.31 PlayingOnFloor 34
24 2.36 4.9 PlayingOnFloor 35
24 2.26 2.63 PlayingOnFloor 36
24 3.63 3.6 PlayingOnFurniture 37
24 4.01 3.26 PlayingOnFurniture 38
24 6.82 4.79 PlayingOnFurniture 39
24 9.46 3.59 PlayingOnFurniture 40
24 6.72 2.63 PlayingOnFurniture 41
24 6.55 3.44 PlayingOnFurniture 42
24 5.71 2.17 PlayingOnFurniture 43
24 10.44 2.78 Homework 44
24 6.58 3.28 Homework 45
24 4.48 2.29 Homework 46
24 7.48 1.23 Homework 47
24 8.11 3.35 Homework 48
24 5.22 2.39 Homework 49
24 4.63 3.96 Homework 50
24 5.69 1.16 Homework 51
24 3.22 1.91 Walking 52
24 3.89 1.1 Walking 53
24 3.57 2.99 Walking 54
24 3.57 4.5 Walking 55
24 2.16 15.28 Walking 56
24 1.59 3.44 Walking 57
24 1.88 2.57 Walking 58
24 1.97 3.08 Walking 59
25 26.54 1.89 OnPhone 1
25 27.56 2.52 OnPhone 2
25 13.38 1.42 OnPhone 3
25 16.65 2.53 OnPhone 4
25 11.52 2.2 OnPhone 5
25 19.19 2.49 OnPhone 6
25 17.1 7.97 OnPhone 7
25 19.14 2.53 WatchingTV 8
25 15.52 2.15 WatchingTV 9
25 11.29 1.79 WatchingTV 10
25 11.07 2.97 WatchingTV 11
25 17.51 3.53 WatchingTV 12
25 14.07 2.01 WatchingTV 13
25 8.23 3.16 WatchingTV 14
25 5.15 3.43 WatchingTV 15
25 11.44 4.71 Computer 16
25 12.19 2.7 Computer 17
25 14.69 5.7 Computer 18
25 32.41 4.51 Computer 19
25 28.86 2.2 Computer 20
25 50.7 2.36 Computer 21
25 26.84 2.02 Computer 22
25 17.93 3.63 Walking 23
25 10.36 2.03 Walking 24
25 15.02 1.01 Walking 25
25 22.19 2.46 Walking 26
25 26.5 2.52 Walking 27
25 17.93 10 Walking 28
25 14.19 1.12 Walking 29
25 15.78 3.68 PlayingOnFurniture 30
25 25.89 1.04 PlayingOnFurniture 31
25 29.86 1.25 PlayingOnFurniture 32
25 51.39 0.83 PlayingOnFurniture 33
25 35.64 1.79 PlayingOnFurniture 34
25 33 3.42 PlayingOnFurniture 35
25 23.85 2.97 PlayingOnFurniture 36
25 17.36 3.56 PlayingOnFurniture 37
25 12.29 2.42 PlayingOnFloor 38
25 10.16 1.14 PlayingOnFloor 39
25 7.43 2.35 PlayingOnFloor 40
25 9.39 2.48 PlayingOnFloor 41
25 14.15 2.55 PlayingOnFloor 42
25 13.29 2.61 PlayingOnFloor 43
25 9.74 4.7 PlayingOnFloor 44
25 18.11 2.94 VideoGames 45
25 11.48 6.21 VideoGames 46
25 10.89 2.58 VideoGames 47
25 11.44 7.19 VideoGames 48
25 10.61 4.66 VideoGames 49
25 11.98 2.73 VideoGames 50
25 13.5 5.4 VideoGames 51
25 11.16 1.5 VideoGames 52
25 1.91 5.32 Homework 53
25 1.14 3.19 Homework 54
25 1.6 1.11 Homework 55
25 2.9 1.83 Homework 56
25 2.45 2.06 Homework 57
25 2.8 4 Homework 58
25 4.14 1.8 Homework 59
26 1.27 2.05 Walking 1
26 1.03 1.98 Walking 2
26 1.58 2.66 Walking 3
26 2.47 3.24 Walking 4
26 1.77 2.43 Walking 5
26 1.51 2.66 Walking 6
26 2.64 2.29 Walking 7
26 2.23 2.95 Walking 8
26 3.38 3.39 Homework 9
26 3.51 1.63 Homework 10
26 5.5 2.38 Homework 11
26 3.49 2.13 Homework 12
26 6.21 3.46 Homework 13
26 3.46 0.99 Homework 14
26 7.16 2.69 Homework 15
26 4.13 1 PlayingOnFloor 16
26 3.25 3.36 PlayingOnFloor 17
26 3.05 2 PlayingOnFloor 18
26 3.54 3.14 PlayingOnFloor 19
26 3.33 3.39 PlayingOnFloor 20
26 4.97 1.34 PlayingOnFloor 21
26 6.98 2.76 PlayingOnFloor 22
26 11.2 6.15 WatchingTV 23
26 8.62 3.18 WatchingTV 24
26 8.51 1.75 WatchingTV 25
26 8.46 3.06 WatchingTV 26
26 8.54 5.09 WatchingTV 27
26 7.74 1.95 WatchingTV 28
26 8.43 1.33 WatchingTV 29
26 8.8 2.5 WatchingTV 30
26 6.59 1.39 WatchingTV 31
26 3.24 2.63 WatchingTV 32
26 2.42 3.36 PlayingOnFurniture 33
